nan,3.107925353023097514e+01,1.743559577412471384e+01,3.501314039044535065e+01,3.117948043187858786e+01,3.176916744269346538e+01,4.888517157585892647e+01,1.859462287863130214e+01,5.179652497995321880e+01,4.432606456703666709e+01,2.428826877326117994e+01,5.807443499509498253e+01,7.207662589216030824e+01,2.825314141824185654e+01,1.664211525012052917e+01,2.673125511459557302e+01,2.880000000000117666e+01,2.416940214403488341e+01,1.537056928028227674e+02,1.442941440253338783e+02,1.037242498165277880e+02,1.848774729381474913e+02,2.867751732625266925e+01,3.373072190155394878e+02,2.399283226299092746e+02,4.866210024237703635e+01,3.416665040650544682e+01,2.874160747075005062e+01,1.783928249683285827e+01,2.402665186828098243e+01,2.314130506257649955e+01,1.959183503409999361e+01,2.023462379187860449e+01,3.378993933113020631e+01,5.852862547503249147e+01,1.655536166912822438e+01,3.338742278166412802e+01,5.230678732246985163e+01,4.341059778443320027e+01,7.074800350539535998e+01,3.740945335072411240e+02,2.653601326497739876e+01,8.034326356330782914e+01,6.068805483785131827e+01,4.174014853832091632e+01,3.577261522448658582e+01,1.601998751571932189e+01
3.107925353023097514e+01,nan,1.604992211825398130e+01,1.507315494508824472e+01,2.158518010113126095e+01,2.030172406472021507e+01,2.029778313021411051e+01,2.239642828666096719e+01,1.969771560354815776e+01,1.722788437388308580e+01,2.242141833160102848e+01,2.590443977386566843e+01,3.735451779903667813e+01,2.047437422735109180e+01,3.406581864568525475e+01,4.123105625616317127e+01,3.842499186726288940e+01,4.520707909168029204e+01,1.247788443607356612e+02,1.112517865025094181e+02,7.319453531518621503e+01,1.487166433187504992e+02,3.243454948054161946e+01,3.004276951281281640e+02,2.042974302334611139e+02,3.188981028475394908e+01,6.007328857316159798e+01,4.418325474661438790e+01,3.721934980624792644e+01,4.355777772109352952e+01,4.933477475371866205e+01,4.344375674365914364e+01,2.403996672203701479e+01,2.064558064086643441e+01,3.174145554315712303e+01,3.308413517078675881e+01,6.070782486634726638e+01,2.523806648701770072e+01,1.962447451527110331e+01,3.557527231094056219e+01,3.382238312124050594e+02,1.695641471548269408e+01,4.346216745631342349e+01,3.541525095212771390e+01,6.795645664688328225e+01,2.262034482498267707e+01,3.554602650084594018e+01
1.743559577412471384e+01,1.604992211825398130e+01,nan,1.703643155119004859e+01,2.461219210063388374e+01,1.919166485740512584e+01,2.925200847804835647e+01,1.883978768463125419e+01,2.982079811139357872e+01,2.454709758811689113e+01,1.901578291834154300e+01,3.783543312823444182e+01,4.822447511377527718e+01,2.366093827384348813e+01,2.827012557452808750e+01,3.471483832600370789e+01,3.589986072396796857e+01,3.782697450231557923e+01,1.318186633220060173e+02,1.210104127751021537e+02,8.790722382147558278e+01,1.656893478772881565e+02,3.106638054229616230e+01,3.147283272919696060e+02,2.204660518084373564e+02,4.565610583479420370e+01,4.950313121409791961e+01,3.750413310553365420e+01,2.978858841900850507e+01,3.778253564813969234e+01,3.690636801420783542e+01,3.351656306962482290e+01,2.499919998719058256e+01,2.488372962407094491e+01,4.497465953175517939e+01,2.875552120898235486e+01,4.844625888547997050e+01,3.646148653030216025e+01,2.788548009275036677e+01,4.985900119335101977e+01,3.511273273329759945e+02,1.765446119262552926e+01,5.951537616446209711e+01,3.898512536853125710e+01,5.669003439758076013e+01,2.368121618493191249e+01,2.689237810239677984e+01
3.501314039044535065e+01,1.507315494508824472e+01,1.703643155119004859e+01,nan,1.775837830434180731e+01,1.489160837507558277e+01,1.669970059606404078e+01,2.715455026324037036e+01,1.515783625723150685e+01,1.353513945263987495e+01,2.474186735076196442e+01,2.230336297507696841e+01,2.976709592823822348e+01,2.104091252768064635e+01,4.002399280430265094e+01,4.394177966361458942e+01,4.052258629454142635e+01,4.927961038806905947e+01,1.178398913780939239e+02,1.038968719452035003e+02,6.771351416074909935e+01,1.428840089023362907e+02,3.691287038414623822e+01,2.925914557877522952e+02,1.976291476478165521e+02,3.029191311224458261e+01,6.251783745457895236e+01,4.644480595287554792e+01,4.150566226425691241e+01,4.634997303125209100e+01,5.112338016993431467e+01,4.413615298142700993e+01,3.065941943351612764e+01,2.000799840065140955e+01,2.828427124739708276e+01,3.842915559828584549e+01,6.111890051364262177e+01,1.977473135095537771e+01,1.745852227431775816e+01,2.987708151745107799e+01,3.306698655759229268e+02,1.906620046051391881e+01,3.657321424208046778e+01,2.726756314745075116e+01,6.946193202036660352e+01,1.597498043821555669e+01,3.877318661138917832e+01
3.117948043187858786e+01,2.158518010113126095e+01,2.461219210063388374e+01,1.775837830434180731e+01,nan,2.347424120179593388e+01,2.144014925317024733e+01,3.092897670476739336e+01,2.055626425203489305e+01,1.459863007275277624e+01,2.368797163123867477e+01,2.305818726614852565e+01,3.126659559338277816e+01,2.793993557617299217e+01,3.964643741876842853e+01,4.613371868813074173e+01,4.121553105323526722e+01,5.034600282046854858e+01,1.164748899978091288e+02,1.019654843562357911e+02,7.659869450584007211e+01,1.471695620704136616e+02,3.574129264588093946e+01,2.945586529029480403e+02,2.005648024953581512e+02,3.889061583476729567e+01,6.326325947969466057e+01,4.778786456832572327e+01,4.341428336389587628e+01,4.686149805553230152e+01,4.985258268132165682e+01,4.809490617518414268e+01,3.041315504841425721e+01,2.541180827883477278e+01,3.662348972993898855e+01,4.186072144624277058e+01,6.127446450195804317e+01,2.802855686619377806e+01,2.598768939329136529e+01,3.504054794092753866e+01,3.293829382345109593e+02,2.996798291509115586e+01,4.188555837041897689e+01,2.647867066156395310e+01,7.040454530779949494e+01,2.156293115510322878e+01,4.257323102606441978e+01
3.176916744269346538e+01,2.030172406472021507e+01,1.919166485740512584e+01,1.489160837507558277e+01,2.347424120179593388e+01,nan,2.254240448575482247e+01,2.912857016739613059e+01,2.465116630106675188e+01,1.654085850249246903e+01,2.641514716979088817e+01,2.729981684916656803e+01,3.801262948022243648e+01,2.499279896290136804e+01,3.822459940925750033e+01,4.518406798864398866e+01,3.820366474571375903e+01,4.869168306805804036e+01,1.221559658796902852e+02,1.109695453716909412e+02,8.334218619641821135e+01,1.569351458405873814e+02,3.609764535259391494e+01,3.037232951223931536e+02,2.112458283611759384e+02,3.275118318475977475e+01,6.097343683939013914e+01,4.551922670700252382e+01,3.922652164030235156e+01,4.690245196155017027e+01,4.864072367891243687e+01,3.993394545994405576e+01,2.623280389131247503e+01,2.233562177330175302e+01,4.178420754303955675e+01,3.924691070647252644e+01,5.364475743260055651e+01,3.247398959166194032e+01,2.474186735069233478e+01,4.508658337019988238e+01,3.390535061019062368e+02,2.110544953325177531e+01,5.115935887008666327e+01,2.932030013483801767e+01,6.343500610862118805e+01,1.680476123001183453e+01,3.576366871560745153e+01
4.888517157585892647e+01,2.029778313021411051e+01,2.925200847804835647e+01,1.669970059606404078e+01,2.144014925317024733e+01,2.254240448575482247e+01,nan,3.876980268202171231e+01,1.323026832682776899e+01,1.569713349635526889e+01,3.493765876528343739e+01,1.648271822246003637e+01,2.207985507198543118e+01,3.051294807126045328e+01,5.321653878259040482e+01,5.531871292790830807e+01,5.262242867823174919e+01,6.306060576941499107e+01,1.147288978418266936e+02,1.002205567735469742e+02,6.188246924614082189e+01,1.342981757135873409e+02,4.171330722924441403e+01,2.858875303331664668e+02,1.883303480589429171e+02,2.411970149069505354e+01,7.710979185555535764e+01,5.564889936025111439e+01,5.576091821334127019e+01,5.805514619740762328e+01,6.548893036231380904e+01,6.141400491751248580e+01,4.371361344018374240e+01,2.311017092106850157e+01,2.395328787453189889e+01,5.382936001849030561e+01,7.551105879272174093e+01,2.071907333838458953e+01,2.080769088578860249e+01,2.267333235317075335e+01,3.220496856076732684e+02,2.979932885143941945e+01,2.963781368455826382e+01,2.532350686616619484e+01,8.547280269184396673e+01,1.964891854529333415e+01,5.410212565137982921e+01
1.859462287863130214e+01,2.239642828666096719e+01,1.883978768463125419e+01,2.715455026324037036e+01,3.092897670476739336e+01,2.912857016739613059e+01,3.876980268202171231e+01,nan,4.207642570367733015e+01,3.367895485310970116e+01,2.241785003067019133e+01,4.479821425014482372e+01,5.939292887201359861e+01,1.680476123007367661e+01,2.401999167358535203e+01,2.891089759929446856e+01,2.833118423225752736e+01,3.187274697919075450e+01,1.476262307315258795e+02,1.348288633787277888e+02,9.438304932560237148e+01,1.741985074562898035e+02,2.839718295888933142e+01,3.265404991727666584e+02,2.289457577680860254e+02,4.242452121119975317e+01,4.305011033665227416e+01,2.885771993769529331e+01,2.426190429466942788e+01,2.839830980881385258e+01,3.245328950967786596e+01,2.611298527564629879e+01,2.068042552749934515e+01,2.229618801503660563e+01,4.756805650853183920e+01,2.285957129956780420e+01,4.563402239557987627e+01,4.192755657081166731e+01,3.272029339726378083e+01,6.000933260750949927e+01,3.644914835767791601e+02,2.285033041332634340e+01,6.841754161031288106e+01,5.397866245101788252e+01,5.242411658770069494e+01,3.461523364073251230e+01,2.315015334725458374e+01
5.179652497995321880e+01,1.969771560354815776e+01,2.982079811139357872e+01,1.515783625723150685e+01,2.055626425203489305e+01,2.465116630106675188e+01,1.323026832682776899e+01,4.207642570367733015e+01,nan,1.688549673536393669e+01,3.354996274213512919e+01,1.766805026025934922e+01,2.369810118974429969e+01,3.284630877285803052e+01,4.918699014984568407e+01,4.965803056908335122e+01,4.379954337664494801e+01,5.600999910732254961e+01,1.148794150402748784e+02,9.988313170904379490e+01,6.216751563315085605e+01,1.345017472005087598e+02,3.755955271297629849e+01,2.867179799035976089e+02,1.904176462410993054e+02,2.782229321958821799e+01,6.955285759768852927e+01,4.360366957032498192e+01,5.220268192340987667e+01,4.955481813103521915e+01,5.923647524960618682e+01,5.815015047271639759e+01,4.024326030537778820e+01,2.527291039826115338e+01,2.395328787456884712e+01,5.116092258747257659e+01,7.839795915711066243e+01,1.864188831637866173e+01,2.005991026904685270e+01,2.532666578922112421e+01,3.239676527062541709e+02,3.105607831012417464e+01,2.992791339206779000e+01,2.586426105661561436e+01,8.671147559579600284e+01,2.321378900574394422e+01,5.410804006803327582e+01
4.432606456703666709e+01,1.722788437388308580e+01,2.454709758811689113e+01,1.353513945263987495e+01,1.459863007275277624e+01,1.654085850249246903e+01,1.569713349635526889e+01,3.367895485310970116e+01,1.688549673536393669e+01,nan,3.244441400305276346e+01,2.127909772522962228e+01,2.948898099289180408e+01,2.423881185197332400e+01,4.779958158808544511e+01,4.933801779563056300e+01,4.673157390884674101e+01,5.707538874156174558e+01,1.182952239103601784e+02,1.058723760005376135e+02,6.798705759186826469e+01,1.446607064824353870e+02,3.753185313833319725e+01,2.948312059467273798e+02,1.988929360233779562e+02,2.797141397924563933e+01,7.014043056613967053e+01,4.724912697610084678e+01,5.027126415754164412e+01,5.121406056943316543e+01,5.903083939767048349e+01,5.181042366163794810e+01,3.731166037580833006e+01,2.184307670638455079e+01,2.596305066818597851e+01,4.806994903260964236e+01,6.737239790890136248e+01,2.076920797719333933e+01,1.940721515313353862e+01,3.464563464568113460e+01,3.301834641528835164e+02,2.551548549411172218e+01,3.972908254673782835e+01,2.406324998827523487e+01,7.606733858890532929e+01,1.657467948409049185e+01,4.499599982221318584e+01
