nan,2.466054338411931326e+02,2.457162591282939559e+02,2.244766357552581439e+02,2.213016041514428025e+02,2.617345219874546274e+02,9.860953300773623198e+01,1.491549529851380953e+02,1.424892978437418662e+02,1.283894076627987602e+02,1.204989626511385552e+02,2.682461556108425498e+02,2.759771004992917938e+02,2.607846621256662161e+02,2.593027574091639735e+02,2.090439188304676463e+02,1.162252984509041625e+02,2.598454925527967134e+02,2.255939715506646053e+02,1.589928300270012187e+02,1.439322062639231490e+02,2.012095425172580292e+02,1.312499904762190681e+02,1.694740098068182022e+02,1.855357647463112869e+02,2.186602844597114483e+02,2.386900919602616966e+02,1.789153990018703837e+02,1.977537863101737230e+02,1.567826521015489050e+02,1.065787971409003347e+02,1.362256950799192623e+02,1.337699517829211118e+02,1.346402614376457905e+02,3.232329191156140951e+02,1.802416156163617416e+02,2.035316191651621693e+02,2.933393938767851523e+02,2.370076792004980177e+02,1.860997581943692296e+02,2.433762519228241956e+02,2.122888598113329124e+02,2.021270887338089040e+02,1.885455913035343087e+02,2.495304390249769142e+02,2.320237918835069024e+02,2.208601367381729119e+02,1.808902429651858199e+02,1.014778793629172640e+02,1.223241595106965747e+02,2.609680440207145011e+02,3.562295888889647699e+02,3.568715174961454295e+02,3.574934964443499439e+02,5.644820634883942745e+01,6.287893128862918246e+01,8.472827155091690088e+01,1.738063289986902760e+02,1.616608796215299719e+02,9.340149891731032028e+01,7.452570026506386114e+01,1.203388549056663948e+02,1.778169845655939980e+02,1.674295075546706641e+02,2.141823522141803551e+02,2.309230174755307985e+02,2.452104402344936602e+02,2.406813661254282124e+02,1.577522107610395210e+02,8.527226981852997767e+01,1.235527417745108636e+02,1.109428681799503238e+02,1.405480700686030389e+02,2.029683719203544285e+02,2.495182558451370483e+02,2.557329857487945901e+02,2.186752843830146560e+02,2.199338082242119583e+02,1.890908776223752170e+02,2.271253398456436230e+02,1.526355135608888816e+02,1.965726328866755637e+02,1.793624263885854759e+02,1.800062221146805825e+02,2.089110815634247444e+02,1.928286285798937172e+02,2.008979840615661487e+02,1.673821973807075949e+02,1.856267222142372759e+02,5.605996789155240378e+01,1.211161426070241447e+02,8.023764702435536833e+01,1.326921248605215169e+02,1.177115117565301006e+02,1.028731257423277015e+02,6.506489068614014570e+01,1.358740593343555645e+02,7.865977370934352564e+01,1.022005870824424392e+02
2.466054338411931326e+02,nan,3.883503572806199600e+01,6.744953669228911508e+01,9.553721787868694548e+01,3.320474664863414773e+02,1.837389452456938841e+02,1.382901297996165795e+02,1.477235255468837352e+02,1.728791485402486217e+02,2.101698360849977121e+02,1.167390251801067222e+02,8.115466714858013120e+01,1.159530939647545154e+02,6.261629180977258358e+01,3.551033652332848192e+02,2.277440668820971439e+02,2.349277335692940198e+02,2.564190320549656690e+02,2.361325051745426720e+02,2.530097231333280945e+02,2.331433893551377139e+02,2.225147186143017279e+02,1.759245292732413475e+02,2.155569530309918491e+02,2.219365675142483099e+02,2.031377857514497691e+02,2.126063028228489316e+02,2.261627732408708198e+02,2.304631857802905017e+02,2.086041226821750172e+02,1.858227112061339028e+02,1.813249017647684411e+02,1.796717006097501610e+02,2.283576142807627321e+02,2.059685412872533163e+02,2.101043550238838122e+02,1.868650850212326873e+02,1.895198142675318138e+02,2.378930852294897988e+02,3.118456028229367121e+02,2.653091781299693821e+02,2.709491465201599567e+02,2.620613668589743952e+02,2.815266950042230292e+02,2.964782622722894985e+02,2.788972570679081855e+02,2.739956204029572859e+02,2.866373318324053798e+02,3.929667670427133430e+02,5.161660198037055807e+02,5.890422056185801694e+02,5.850299137650966941e+02,5.889454983273074049e+02,3.015273121957532112e+02,3.071528609666585794e+02,3.362748875548104479e+02,4.331752532174382964e+02,4.258784803203915885e+02,3.562987510502997566e+02,2.809281758741868202e+02,2.153935932194693805e+02,2.095133408640288621e+02,1.993441245685479259e+02,1.907224160920838187e+02,1.825753543060943116e+02,1.989524566322305361e+02,1.994083248011490355e+02,2.512168784138606838e+02,2.541675038237615922e+02,2.488636574512320578e+02,2.525137620012004902e+02,2.273404495464762363e+02,2.325349006063411821e+02,1.986329277838955250e+02,2.104064637790442589e+02,2.033637135774379487e+02,1.994396149214046261e+02,2.086378680872713574e+02,2.649525240491249178e+02,1.979814132690267456e+02,2.204210516261917405e+02,2.263593603101087410e+02,2.276270634173348810e+02,2.154455847772173627e+02,2.272165486930906582e+02,2.416102646826039688e+02,2.527379670726239169e+02,1.941446883126149316e+02,2.517528947202031588e+02,1.462824664818060398e+02,1.973901719944411184e+02,2.407461733859885555e+02,1.446214368619021400e+02,1.679895234828574928e+02,2.177841132865256668e+02,2.205204752398311996e+02,1.889884652564791452e+02,1.746351625532601872e+02
2.457162591282939559e+02,3.883503572806199600e+01,nan,8.505809779203777055e+01,1.198545785525294747e+02,3.409544251069352754e+02,1.987352007068656121e+02,1.455494417715166833e+02,1.548020671696434931e+02,1.841177883855898187e+02,2.177411307033968626e+02,9.226483620532160046e+01,6.005997002997575862e+01,9.059624716287552815e+01,4.630507531577058700e+01,3.522819325483599755e+02,2.223690625964023297e+02,2.492433349159004763e+02,2.669486842072863624e+02,2.351768696109492112e+02,2.620112974663489922e+02,2.392779137321354597e+02,2.104281350010052734e+02,1.583782813393358992e+02,2.247644099941111335e+02,2.249230979690638605e+02,2.138915613108721629e+02,2.313293755665277160e+02,2.441356999703256747e+02,2.293305038585060913e+02,2.103479022952193418e+02,1.836143785219352935e+02,1.774328041823107753e+02,1.795447576511297711e+02,2.221023187632389408e+02,2.272341523627151503e+02,2.264826704187297537e+02,2.071768326816396666e+02,1.995943886986618452e+02,2.479138560064757257e+02,3.100379331630329034e+02,2.650768945042189557e+02,2.691253982811725791e+02,2.666377317635353847e+02,2.934181998445342856e+02,2.931858113892933488e+02,2.766571885926632604e+02,2.749719985744055180e+02,2.968264139189798243e+02,4.087618377490782677e+02,5.358881972949232022e+02,6.108550073462594128e+02,6.077095358804201624e+02,6.113019548471896769e+02,3.204486854396567423e+02,3.243454948045433639e+02,3.579758651082547090e+02,4.512508836556460210e+02,4.436171322210263384e+02,3.621274913618140658e+02,3.027706722917538968e+02,2.267259138254822517e+02,1.992682613965265261e+02,2.199087083314499864e+02,2.095477033994906151e+02,1.857016962765970618e+02,2.069233674576070428e+02,1.995647263421058426e+02,2.652760072075885205e+02,2.605867226088146822e+02,2.549324616442583817e+02,2.585726977080140045e+02,2.350390605835527253e+02,2.402821674614949927e+02,2.225506683881165770e+02,2.359410095765473159e+02,2.104003802277976547e+02,1.931652142597269801e+02,2.186921123406103789e+02,2.710300352359503790e+02,2.160285166361177858e+02,2.237044478771069578e+02,2.339678610407769668e+02,2.348705175197637516e+02,2.233096504856036972e+02,2.322732873147394059e+02,2.486887210952673115e+02,2.610385412156564371e+02,1.990609956772101725e+02,2.620112974663324508e+02,1.565268028166477450e+02,2.005735775220543076e+02,2.566759825149284779e+02,1.534431490813619519e+02,1.720990412524160718e+02,2.157743265543885514e+02,2.355144156946713849e+02,1.946488119665782222e+02,1.796445379075007054e+02
2.244766357552581439e+02,6.744953669228911508e+01,8.505809779203777055e+01,nan,4.196760655553100605e+01,2.850246305146281429e+02,1.536687346209486691e+02,1.175755076535847650e+02,1.288800993171562652e+02,1.397763928566045877e+02,1.773660621426743376e+02,1.646897689596830219e+02,1.306482299918174022e+02,1.573063253655160452e+02,1.039453702672554840e+02,3.043579471609107827e+02,2.027277977979301511e+02,2.094445988799944303e+02,2.019647493994941385e+02,2.067829780228570371e+02,1.833436118330744478e+02,1.945612499960093658e+02,2.083243624735311812e+02,2.155669733516739370e+02,2.229399919260854972e+02,1.765292043827284942e+02,1.614801535793571361e+02,1.795211408163463318e+02,1.873661655689247709e+02,1.938745986456150376e+02,1.673286586332649790e+02,1.756054668852989948e+02,1.827041324108367064e+02,1.636865296840221049e+02,1.959077333848733247e+02,1.768827860477310878e+02,1.714194854735065974e+02,1.800955302055021718e+02,1.573042911048399901e+02,1.985422876870480593e+02,2.572348343440280019e+02,2.150776603927178030e+02,2.226466258446347695e+02,2.197678775435568355e+02,2.182944800035197090e+02,2.551432538790918443e+02,2.362480052825811754e+02,2.345883202548595534e+02,2.406451329239862673e+02,3.481519208621374446e+02,4.742196959216306595e+02,5.563959741047744956e+02,5.524194058865056149e+02,5.564480209327740567e+02,2.569600747197969781e+02,2.614378702483706434e+02,2.965009274858942945e+02,3.951609292427584705e+02,3.810490782038460225e+02,3.172774180429448734e+02,2.373722814483480761e+02,1.755261803834370937e+02,1.835293981900392168e+02,1.613240217698471497e+02,1.663119959593976489e+02,1.657506561072778766e+02,1.842328960853775186e+02,1.777490365655911546e+02,2.092489426496573230e+02,2.308810949384910884e+02,2.080622983627936549e+02,2.077005536824667331e+02,1.900134732065181993e+02,1.957643481331544990e+02,1.783829588273542583e+02,1.916200407055520145e+02,1.741392546211374395e+02,1.987150724026787145e+02,1.753852901471677797e+02,2.147001630181094924e+02,1.648694028617816514e+02,1.958840473341343227e+02,1.942760921987089660e+02,1.954166830134937811e+02,1.878676129618932862e+02,1.918069863169807832e+02,2.019576193165176790e+02,2.139629874534370515e+02,1.654874013331478295e+02,2.145469645555457419e+02,1.242687410413049207e+02,1.653495690953085955e+02,2.005600159553390824e+02,1.143223512704457363e+02,1.498980987204476492e+02,1.940626702897739335e+02,1.783331713394897804e+02,1.565084023303616618e+02,1.446844843098260469e+02
2.213016041514428025e+02,9.553721787868694548e+01,1.198545785525294747e+02,4.196760655553100605e+01,nan,2.285726142826571845e+02,1.517007580732448844e+02,1.313048361638189192e+02,1.381709086602468517e+02,1.199113005517120030e+02,1.619436939186057032e+02,1.978860278039008733e+02,1.647004553727576592e+02,1.925109866994474146e+02,1.375156718341644080e+02,2.417512771424368623e+02,1.987259419401363232e+02,2.199818174304544414e+02,2.267167395672445309e+02,2.049085649747234186e+02,1.498895593428775612e+02,2.203956442400701974e+02,2.133144158279273483e+02,2.787856524285235196e+02,2.465619597585977658e+02,2.126168384677058611e+02,2.046816064036997886e+02,2.034467006368317357e+02,2.061292798221600151e+02,1.833213571845946319e+02,1.784206266102531231e+02,2.166977618712356843e+02,2.119543347044343875e+02,2.010094525140460746e+02,2.400309979981864785e+02,1.894851973110258996e+02,2.062189128087125596e+02,2.501238093424966848e+02,2.155272604567719270e+02,1.736359409799551941e+02,1.939451468843888051e+02,2.131804869119092700e+02,1.952262277461754820e+02,1.980428236518574465e+02,1.615717797141712992e+02,2.053519904943875645e+02,2.052978324289056502e+02,2.170157597963765284e+02,2.231820781335201502e+02,3.250287371910368392e+02,4.479433892803812682e+02,5.320019548836266949e+02,5.268464671989391945e+02,5.314639404512771534e+02,2.328590990277200206e+02,2.377208446897327008e+02,2.690727782589729031e+02,3.728461344844625955e+02,3.554931222963440973e+02,2.893576333881746336e+02,2.090779758846086906e+02,1.633460131132491711e+02,1.686810007084398251e+02,1.361381651117641525e+02,1.562295746649701584e+02,1.675937946345293312e+02,1.805307730000430695e+02,1.798136813482376226e+02,1.883184536894774226e+02,2.316780524780100450e+02,1.844932519091034635e+02,1.847333213040035957e+02,1.830789993418229642e+02,1.859982795619471005e+02,1.970843474251458360e+02,2.075475849052490958e+02,1.663673044801786602e+02,2.075040240573790129e+02,1.661069534968414132e+02,1.765124358225151866e+02,1.446324998055589788e+02,1.899039757351079061e+02,1.858003229276024513e+02,1.848389569327886193e+02,1.720232542419810500e+02,1.866757616831915811e+02,1.893762392698790222e+02,1.970096444339603465e+02,1.616554360360285614e+02,2.081776164720980091e+02,1.335862268349496560e+02,1.577349675880420534e+02,1.788299751160205346e+02,1.209131920015112200e+02,1.590481688043065560e+02,1.918962219534328142e+02,1.588498662259547700e+02,1.569351458405544975e+02,1.474606388159310200e+02
2.617345219874546274e+02,3.320474664863414773e+02,3.409544251069352754e+02,2.850246305146281429e+02,2.285726142826571845e+02,nan,2.478238083800709433e+02,2.758962123698134405e+02,2.591336334789434659e+02,2.641596486975194580e+02,1.926879342356521079e+02,3.851642766405047382e+02,3.728611537824766060e+02,3.807546191446675721e+02,3.567997757846888476e+02,1.071380417965611116e+02,1.993280712794773706e+02,2.398899747801060869e+02,2.182673589889226946e+02,2.262858369408153010e+02,1.466680605994260418e+02,2.274442349236486507e+02,2.384842133139931661e+02,3.080249340556738389e+02,2.478560872764603573e+02,2.376020201934326792e+02,2.800525664942300637e+02,2.715443241903751073e+02,2.804644719033015576e+02,2.406198661790050153e+02,2.133582902068713736e+02,2.254584662415609273e+02,2.229561391843813851e+02,2.208427494847808816e+02,2.217739389558684309e+02,2.627698612854971429e+02,3.008491981043072201e+02,3.315141022641516884e+02,2.831406717516878757e+02,1.135661921524035023e+02,1.342183295977363571e+02,1.424859291298762685e+02,1.451625296004202141e+02,1.195692268102648086e+02,1.435214269717265552e+02,1.317142361326228297e+02,1.399022515901576469e+02,1.477549322357811263e+02,2.105166976750453216e+02,3.567533601803920646e+02,5.102390028212296329e+02,6.348466271470629181e+02,6.340137537940252059e+02,6.367058975696654670e+02,2.646549451644608553e+02,2.752854518495233265e+02,3.154554802186821689e+02,4.476135833506369295e+02,3.954659024492547132e+02,3.010876284406257923e+02,2.399996666664351039e+02,1.850292949778580009e+02,1.662653301202635703e+02,1.554472257713116221e+02,1.590220110550733068e+02,2.008243013183268317e+02,1.896485169992164685e+02,1.741112288165545010e+02,1.224019607686593361e+02,2.948651217082078801e+02,1.465545632179411939e+02,1.715286564979730599e+02,1.621993834760245932e+02,1.264974308039583946e+02,2.275578168290423946e+02,1.939191584140142481e+02,1.699180979178203756e+02,2.238538809134448684e+02,1.511407291235160244e+02,9.872385729903942320e+01,1.589178404081754366e+02,1.531822444019144029e+02,1.285183255415242058e+02,1.368426833995828531e+02,1.507161570635367127e+02,1.301789537521532623e+02,1.478712953889289281e+02,1.166780184953396855e+02,1.634997247704304186e+02,2.445011247417911306e+02,2.850566259535127074e+02,2.627381966901568831e+02,1.501897466540266350e+02,2.738802658097206972e+02,2.851363182760260884e+02,2.759324555031460591e+02,1.671621966833445470e+02,2.522551089670993463e+02,2.456739302408769277e+02
9.860953300773623198e+01,1.837389452456938841e+02,1.987352007068656121e+02,1.536687346209486691e+02,1.517007580732448844e+02,2.478238083800709433e+02,nan,6.760236682246717521e+01,8.090587123320921137e+01,6.976302745723492649e+01,1.113524135346945059e+02,2.506187542862673467e+02,2.394797695004737079e+02,2.395796318554776292e+02,2.174282410359897142e+02,2.382365211297426981e+02,1.401285124448269244e+02,2.133436664164080412e+02,2.507840505295244498e+02,1.849324200890670227e+02,1.330539740105478188e+02,2.282100786556111700e+02,1.696367884628915306e+02,2.126198485560728386e+02,2.264484047194870584e+02,2.306668593448100921e+02,2.407843848757649994e+02,1.945772854163741670e+02,2.083466342420903743e+02,1.628938304540740205e+02,1.094020109504322420e+02,1.325757142164376035e+02,1.284716311097459140e+02,1.250292765715716854e+02,3.259803675069939004e+02,1.714185520881597711e+02,2.037806664038554061e+02,2.842815505797159972e+02,2.355646832613209938e+02,1.463896171181643808e+02,2.017792853590307800e+02,1.782120085740469335e+02,1.657931241034854395e+02,1.805892577093160867e+02,1.984600715509356235e+02,1.957022227773672398e+02,1.880451009731466456e+02,1.909152691640850890e+02,1.667932852365261454e+02,2.092630880016794492e+02,3.046535081038732073e+02,3.824794896461748976e+02,3.795289712261787258e+02,3.832989433849164698e+02,1.100232702658999386e+02,1.101707765244486552e+02,1.274412805961894577e+02,2.310248471485258221e+02,2.217187407505313388e+02,1.685153998897280303e+02,1.109947746518005687e+02,9.412502324037227197e+01,1.519657856229576112e+02,1.346990720086714930e+02,1.528130884446706261e+02,1.746008018309143779e+02,1.921557701449648334e+02,1.924698417934589543e+02,1.726082269186512690e+02,1.343755930219457468e+02,1.382467359469867745e+02,1.286278352457211156e+02,1.352242581787899383e+02,1.844069413010326173e+02,1.883541345444838839e+02,1.930852661390798062e+02,1.748910518008441954e+02,1.759390803658961602e+02,1.571938930111307968e+02,1.735575985083871160e+02,1.258106513773891066e+02,1.795028690578451744e+02,1.562300867310559909e+02,1.650270280893305994e+02,1.511608414901204469e+02,1.633656022545781923e+02,1.788299751160322160e+02,1.734995100857608747e+02,1.589284115569072640e+02,7.920909038739723940e+01,4.232446101254385695e+01,5.442352432544082319e+01,1.323298908032420798e+02,4.905180934483396982e+01,4.482677771158763846e+01,6.002532798740755027e+01,1.207165274517046356e+02,5.721957706939343780e+01,4.914142855074356930e+01
1.491549529851380953e+02,1.382901297996165795e+02,1.455494417715166833e+02,1.175755076535847650e+02,1.313048361638189192e+02,2.758962123698134405e+02,6.760236682246717521e+01,nan,4.438017575448987628e+01,4.587112381449389176e+01,1.143734234864022596e+02,1.960885514251095003e+02,1.758240029120070744e+02,1.849324200890806367e+02,1.575923856028450984e+02,2.714739029814922446e+02,1.796267240696678584e+02,1.722899881014564585e+02,2.167191731250270834e+02,1.834103595765378145e+02,1.633225030423072326e+02,1.950175376728967080e+02,1.875215187651821793e+02,2.022900887339864937e+02,2.232935287911573141e+02,1.849873509189445429e+02,1.837785624059516465e+02,1.609377519415523068e+02,1.796378579253415921e+02,1.593396372532816656e+02,1.177169486522730182e+02,1.426273466064573086e+02,1.470145571023511764e+02,1.227224510837593101e+02,2.734446927625381818e+02,1.419227959138160315e+02,1.508986414783157386e+02,2.026575436543116382e+02,1.686202834774266250e+02,1.724927824576910496e+02,2.359566061800418026e+02,2.142492006986281297e+02,2.108648856495609891e+02,2.041552350541124099e+02,2.108440181745724260e+02,2.389781579977602348e+02,2.290236668993004514e+02,2.127639067135104654e+02,1.879642519204184907e+02,2.596166404528215708e+02,3.647484612715985008e+02,4.391305956090939731e+02,4.358008719587469386e+02,4.395523177051878747e+02,1.575512614992483975e+02,1.614003717467938372e+02,1.856978190501972961e+02,2.855358471365746027e+02,2.793707214437387165e+02,2.201130618568614352e+02,1.496245969083781802e+02,1.029096691278522542e+02,1.422352980100243371e+02,1.353401640312617076e+02,1.487144915601635375e+02,1.527764379739097080e+02,1.749742838247901773e+02,1.765930915975989706e+02,1.741397140229802289e+02,1.721292537600896537e+02,1.473423225010550084e+02,1.433764276301928078e+02,1.508137924726951553e+02,1.885825018393912842e+02,1.650934280945244268e+02,1.834731587998679458e+02,1.606656154875667823e+02,1.671028425850547023e+02,1.650309061963900490e+02,1.957794677692149037e+02,1.337609808576671924e+02,1.775481906413100148e+02,1.612228271678606859e+02,1.667242034019002688e+02,1.579863285224468257e+02,1.718478396721995125e+02,1.915937368496197735e+02,1.843561770052662609e+02,1.497656836528303472e+02,1.307883786886247606e+02,6.455881039795337983e+01,9.709871265880909164e+01,1.566897571636356474e+02,6.787635818162695500e+01,9.281379207855898983e+01,1.188619367165141512e+02,1.517613916646919847e+02,9.582484020334852914e+01,5.472842040476095349e+01
1.424892978437418662e+02,1.477235255468837352e+02,1.548020671696434931e+02,1.288800993171562652e+02,1.381709086602468517e+02,2.591336334789434659e+02,8.090587123320921137e+01,4.438017575448987628e+01,nan,5.716082574630476643e+01,1.320987509403468891e+02,2.015341162185697215e+02,1.815515353832013261e+02,1.872311939822034219e+02,1.627503609827155628e+02,2.703195146488651517e+02,1.566764819620414357e+02,1.836409540380431622e+02,2.177506831217759498e+02,1.753027096196614423e+02,1.244578643557504734e+02,1.913865199014934433e+02,1.727680526023252412e+02,2.205505837670807807e+02,2.044003913890671242e+02,1.866127541193137631e+02,1.844559568027253249e+02,1.566397139936047722e+02,1.781563358401841413e+02,1.494025434857290691e+02,1.276896236974688037e+02,1.550556029300655894e+02,1.552195863929527775e+02,1.346539267901253538e+02,2.610091186146431710e+02,1.413177978883020103e+02,1.656956245650277424e+02,2.321465054658400504e+02,1.791803560661687413e+02,1.676157510498312035e+02,1.925737261414658406e+02,1.874195293986284412e+02,1.713723431595689988e+02,2.111480996836015436e+02,1.663297928815108548e+02,1.992281104663682356e+02,1.876528710145477135e+02,2.219574734042587068e+02,1.917281408661761191e+02,2.604448502082578898e+02,3.670633732749830074e+02,4.390365816193521482e+02,4.372929452895353393e+02,4.396778820909717069e+02,1.707545607004298915e+02,1.744775057134999088e+02,1.970384734005099290e+02,2.850776736259767290e+02,2.827736904310521027e+02,2.292704952670509613e+02,1.639765836941440114e+02,1.257782175100076074e+02,1.630857443187602200e+02,1.556257048176825037e+02,1.478864429215992118e+02,1.621579476929762507e+02,1.775409811846151342e+02,1.956486647028244477e+02,1.908041928260443854e+02,1.544062174914330114e+02,1.654250283360819651e+02,1.578748871733718318e+02,1.651636763940422270e+02,2.100464710486638751e+02,1.505881801470833636e+02,1.686876403296989508e+02,1.843791745290098163e+02,1.775653119277501730e+02,1.797433726177562505e+02,1.684541480641191527e+02,1.511984126900863998e+02,1.935433801503043583e+02,1.793347707501335719e+02,1.805072851715585784e+02,1.481096890821203829e+02,1.871572600782628513e+02,2.073092376137662427e+02,1.958893565255685303e+02,1.641828249239038655e+02,1.377743082000219772e+02,6.808817812219034238e+01,7.433868441127374638e+01,1.702835282697492119e+02,8.191800778820962137e+01,8.531541478538169088e+01,1.096102185017665818e+02,1.605759633320202511e+02,8.984876181674998463e+01,7.282417181126930927e+01
1.283894076627987602e+02,1.728791485402486217e+02,1.841177883855898187e+02,1.397763928566045877e+02,1.199113005517120030e+02,2.641596486975194580e+02,6.976302745723492649e+01,4.587112381449389176e+01,5.716082574630476643e+01,nan,1.021786670494396247e+02,2.318975635922040226e+02,2.169962211652541271e+02,2.231214915690502778e+02,1.951581922441419863e+02,2.568934409439124238e+02,1.555120574103653155e+02,1.842567773516137208e+02,2.047906247854197090e+02,1.606352389732715551e+02,1.341766000463514672e+02,1.807734493779277045e+02,1.668958956955041515e+02,2.051684186223595816e+02,2.023573077504247522e+02,1.796271694371442322e+02,1.795728264520981554e+02,1.437909593820448606e+02,1.646538186620596207e+02,1.392247104504101003e+02,1.124185038149945512e+02,1.278774413256809908e+02,1.274425360702076375e+02,1.177325783290221324e+02,2.673245218830630847e+02,1.306041346971557573e+02,1.477424786579636020e+02,2.141166037466375087e+02,1.674438413319567189e+02,1.586694677623794689e+02,2.196954255327059116e+02,2.044571348718404522e+02,1.937069952273364777e+02,1.928327772968099794e+02,2.031212445806691562e+02,2.213550993313827462e+02,2.108371883705515586e+02,2.032901374882656285e+02,1.684702941173922568e+02,2.396918021126160170e+02,3.476950387911828102e+02,4.277487112780279972e+02,4.241475215063733799e+02,4.281536172917400904e+02,1.401376466193116528e+02,1.417118202550402373e+02,1.666219673392575658e+02,2.730971988139075961e+02,2.594816371152292049e+02,2.016563413334673953e+02,1.249057244484770735e+02,9.522772705468999277e+01,1.424089884803445045e+02,1.234089137785598780e+02,1.522865719621922267e+02,1.575573546363463038e+02,1.734580064453585351e+02,1.813253429611973786e+02,1.582423457864486522e+02,1.671239061295853787e+02,1.318587122643088492e+02,1.263892400483264709e+02,1.395839532324598906e+02,1.847666636598601144e+02,1.713821460946285811e+02,1.837650674094565204e+02,1.627449538388339363e+02,1.608328324689923932e+02,1.571409558326494107e+02,1.879157257921620783e+02,1.201119477820386834e+02,1.755348398466690014e+02,1.572890333112908934e+02,1.639175402450969443e+02,1.567326385919560607e+02,1.639024099883899339e+02,1.813279901173708311e+02,1.740956059181277737e+02,1.486563823049746134e+02,1.167266893216480952e+02,7.747412471273386814e+01,8.563644084150715230e+01,1.353850804187891583e+02,7.648267777735355821e+01,9.888741072552727474e+01,1.096364902758291890e+02,1.245959870942646006e+02,8.384366404211057500e+01,4.161730409341805625e+01
